time,IN_A,IN_B,OUT_1,OUT_2
2.0519999999999998e-08,1,0,1,0
2.053e-08,1,0,1,0
2.0539999999999997e-08,1,0,1,0
2.055e-08,1,0,1,0
2.056e-08,1,0,1,0
2.0569999999999998e-08,1,0,1,0
2.058e-08,1,0,1,0
2.0589999999999998e-08,1,0,1,0
2.06e-08,1,0,1,0
2.0609999999999997e-08,1,0,1,0
2.062e-08,1,0,1,0
2.063e-08,1,0,1,0
2.0639999999999998e-08,1,0,1,0
2.065e-08,1,0,1,0
2.0659999999999998e-08,1,0,1,0
2.067e-08,1,0,1,0
2.0679999999999997e-08,1,0,1,0
2.069e-08,1,0,1,0
2.07e-08,1,0,1,0
2.0709999999999998e-08,1,0,1,0
2.072e-08,1,0,1,0
2.0729999999999998e-08,1,0,1,0
2.074e-08,1,0,1,0
2.0749999999999997e-08,1,0,1,0
2.076e-08,1,0,1,0
2.077e-08,1,0,1,0
2.0779999999999998e-08,1,0,1,0
2.079e-08,1,0,1,0
2.0799999999999998e-08,1,0,1,0
2.081e-08,1,0,1,0
2.0819999999999997e-08,1,0,1,0
2.083e-08,1,0,1,0
2.084e-08,1,0,1,0
2.0849999999999998e-08,1,0,1,0
2.086e-08,1,0,1,0
2.0869999999999998e-08,1,0,1,0
2.088e-08,1,0,1,0
2.0889999999999997e-08,1,0,1,0
2.09e-08,1,0,1,0
2.091e-08,1,0,1,0
2.0919999999999998e-08,1,0,1,0
2.093e-08,1,0,1,0
2.0939999999999998e-08,1,0,1,0
2.095e-08,1,0,1,0
2.0959999999999997e-08,1,0,1,0
2.097e-08,1,0,1,0
2.098e-08,1,0,1,0
2.0989999999999998e-08,1,0,1,0
2.1e-08,1,0,1,0
2.1009999999999998e-08,1,0,1,0
2.102e-08,1,0,1,0
2.103e-08,1,0,1,0
2.104e-08,1,0,1,0
2.105e-08,1,0,1,0
2.1059999999999998e-08,1,0,1,0
2.107e-08,1,0,1,0
2.1079999999999998e-08,1,0,1,0
2.109e-08,1,0,1,0
2.11e-08,1,0,1,0
2.111e-08,1,0,1,0
2.112e-08,1,0,1,0
2.1129999999999998e-08,1,0,1,0
2.114e-08,1,0,1,0
2.1149999999999997e-08,1,0,1,0
2.116e-08,1,0,1,0
2.117e-08,1,0,1,0
2.118e-08,1,0,1,0
2.119e-08,1,0,1,0
2.1199999999999998e-08,1,0,1,0
2.121e-08,1,0,1,0
2.1219999999999997e-08,1,0,1,0
2.123e-08,1,0,1,0
2.124e-08,1,0,1,0
2.125e-08,1,0,1,0
2.126e-08,1,0,1,0
2.1269999999999998e-08,1,0,1,0
2.128e-08,1,0,1,0
2.1289999999999997e-08,1,0,1,0
2.13e-08,1,0,1,0
2.131e-08,1,0,1,0
2.1319999999999998e-08,1,0,1,0
2.133e-08,1,0,1,0
2.1339999999999998e-08,1,0,1,0
2.135e-08,1,0,1,0
2.1359999999999997e-08,1,0,1,0
2.137e-08,1,0,1,0
2.138e-08,1,0,1,0
2.1389999999999998e-08,1,0,1,0
2.14e-08,1,0,1,0
2.1409999999999998e-08,1,0,1,0
2.142e-08,1,0,1,0
2.1429999999999997e-08,1,0,1,0
2.144e-08,1,0,1,0
2.145e-08,1,0,1,0
2.1459999999999998e-08,1,0,1,0
2.147e-08,1,0,1,0
2.1479999999999998e-08,1,0,1,0
2.149e-08,1,0,1,0
2.1499999999999997e-08,1,0,1,0
2.151e-08,1,0,1,0
2.152e-08,1,0,1,0
2.1529999999999998e-08,1,0,1,0
2.154e-08,1,0,1,0
2.1549999999999998e-08,1,0,1,0
2.156e-08,1,0,1,0
2.1569999999999997e-08,1,0,1,0
2.158e-08,1,0,1,0
2.159e-08,1,0,1,0
2.1599999999999998e-08,1,0,1,0
2.161e-08,1,0,1,0
2.1619999999999998e-08,1,0,1,0
2.163e-08,1,0,1,0
2.1639999999999997e-08,1,0,1,0
2.165e-08,1,0,1,0
2.166e-08,1,0,1,0
2.1669999999999998e-08,1,0,1,0
2.168e-08,1,0,1,0
2.1689999999999998e-08,1,0,1,0
2.17e-08,1,0,1,0
2.1709999999999997e-08,1,0,1,0
2.172e-08,1,0,1,0
2.173e-08,1,0,1,0
2.1739999999999998e-08,1,0,1,0
2.175e-08,1,0,1,0
2.1759999999999998e-08,1,0,1,0
2.177e-08,1,0,1,0
2.1779999999999997e-08,1,0,1,0
2.179e-08,1,0,1,0
2.18e-08,1,0,1,0
2.1809999999999998e-08,1,0,1,0
2.182e-08,1,0,1,0
2.1829999999999998e-08,1,0,1,0
2.184e-08,1,0,1,0
2.1849999999999997e-08,1,0,1,0
2.186e-08,1,0,1,0
2.187e-08,1,0,1,0
2.1879999999999998e-08,1,0,1,0
2.189e-08,1,0,1,0
2.1899999999999998e-08,1,0,1,0
2.191e-08,1,0,1,0
2.1919999999999997e-08,1,0,1,0
2.193e-08,1,0,1,0
2.194e-08,1,0,1,0
2.1949999999999998e-08,1,0,1,0
2.196e-08,1,0,1,0
2.1969999999999998e-08,1,0,1,0
2.198e-08,1,0,1,0
2.1989999999999997e-08,1,0,1,0
2.2e-08,1,0,1,0
2.201e-08,1,0,1,0
2.2019999999999998e-08,1,0,1,0
2.203e-08,1,0,1,0
2.2039999999999998e-08,1,0,1,0
2.205e-08,1,0,1,0
2.2059999999999997e-08,1,0,1,0
2.207e-08,1,0,1,0
2.208e-08,1,0,1,0
2.2089999999999998e-08,1,0,1,0
2.21e-08,1,0,1,0
2.2109999999999997e-08,1,0,1,0
2.212e-08,1,0,1,0
2.213e-08,1,0,1,0
2.214e-08,1,0,1,0
2.215e-08,1,0,1,0
2.2159999999999998e-08,1,0,1,0
2.217e-08,1,0,1,0
2.2179999999999997e-08,1,0,1,0
2.219e-08,1,0,1,0
2.22e-08,1,0,1,0
2.221e-08,1,0,1,0
2.222e-08,1,0,1,0
2.2229999999999998e-08,1,0,1,0
2.224e-08,1,0,1,0
2.2249999999999997e-08,1,0,1,0
2.226e-08,1,0,1,0
2.227e-08,1,0,1,0
2.2279999999999998e-08,1,0,1,0
2.229e-08,1,0,1,0
2.2299999999999998e-08,1,0,1,0
2.231e-08,1,0,1,0
2.2319999999999997e-08,1,0,1,0
2.233e-08,1,0,1,0
2.234e-08,1,0,1,0
2.2349999999999998e-08,1,0,1,0
2.236e-08,1,0,1,0
2.2369999999999998e-08,1,0,1,0
2.238e-08,1,0,1,0
2.2389999999999997e-08,1,0,1,0
2.24e-08,1,0,1,0
2.241e-08,1,0,1,0
2.2419999999999998e-08,1,0,1,0
2.243e-08,1,0,1,0
2.2439999999999998e-08,1,0,1,0
2.245e-08,1,0,1,0
2.2459999999999997e-08,1,0,1,0
2.247e-08,1,0,1,0
2.248e-08,1,0,1,0
2.2489999999999998e-08,1,0,1,0
2.25e-08,1,0,1,0
2.2509999999999998e-08,1,0,1,0
2.252e-08,1,0,1,0
2.2529999999999997e-08,1,0,1,0
2.254e-08,1,0,1,0
2.255e-08,1,0,1,0
2.2559999999999998e-08,1,0,1,0
2.257e-08,1,0,1,0
2.2579999999999998e-08,1,0,1,0
2.259e-08,1,0,1,0
2.2599999999999997e-08,1,0,1,0
2.261e-08,1,0,1,0
2.262e-08,1,0,1,0
2.2629999999999998e-08,1,0,1,0
2.264e-08,1,0,1,0
2.2649999999999998e-08,1,0,1,0
2.266e-08,1,0,1,0
2.2669999999999997e-08,1,0,1,0
2.268e-08,1,0,1,0
2.269e-08,1,0,1,0
2.2699999999999998e-08,1,0,1,0
2.271e-08,1,0,1,0
2.2719999999999998e-08,1,0,1,0
2.273e-08,1,0,1,0
2.2739999999999997e-08,1,0,1,0
2.275e-08,1,0,1,0
2.276e-08,1,0,1,0
2.2769999999999998e-08,1,0,1,0
2.278e-08,1,0,1,0
2.2789999999999998e-08,1,0,1,0
2.28e-08,1,0,1,0
2.2809999999999997e-08,1,0,1,0
2.282e-08,1,0,1,0
2.283e-08,1,0,1,0
2.2839999999999998e-08,1,0,1,0
2.285e-08,1,0,1,0
2.2859999999999998e-08,1,0,1,0
2.287e-08,1,0,1,0
2.2879999999999997e-08,1,0,1,0
2.289e-08,1,0,1,0
2.29e-08,1,0,1,0
2.2909999999999998e-08,1,0,1,0
2.292e-08,1,0,1,0
2.2929999999999998e-08,1,0,1,0
2.294e-08,1,0,1,0
2.2949999999999997e-08,1,0,1,0
2.296e-08,1,0,1,0
2.297e-08,1,0,1,0
2.2979999999999998e-08,1,0,1,0
2.299e-08,1,0,1,0
2.2999999999999998e-08,1,0,1,0
2.301e-08,1,0,1,0
2.3019999999999997e-08,1,0,1,0
2.303e-08,1,0,1,0
2.304e-08,1,0,1,0
2.3049999999999998e-08,1,0,1,0
2.306e-08,1,0,1,0
2.3069999999999997e-08,1,0,1,0
2.308e-08,1,0,1,0
2.3089999999999997e-08,1,0,1,0
2.31e-08,1,0,1,0
2.311e-08,1,0,1,0
2.3119999999999998e-08,1,0,1,0
2.313e-08,1,0,1,0
2.3139999999999997e-08,1,0,1,0
2.315e-08,1,0,1,0
2.3159999999999997e-08,1,0,1,0
2.317e-08,1,0,1,0
2.318e-08,1,0,1,0
2.3189999999999998e-08,1,0,1,0
2.32e-08,1,0,1,0
2.3209999999999997e-08,1,0,1,0
2.322e-08,1,0,1,0
2.323e-08,1,0,1,0
2.3239999999999998e-08,1,0,1,0
2.325e-08,1,0,1,0
2.3259999999999998e-08,1,0,1,0
2.327e-08,1,0,1,0
2.3279999999999997e-08,1,0,1,0
2.329e-08,1,0,1,0
2.33e-08,1,0,1,0
2.3309999999999998e-08,1,0,1,0
2.332e-08,1,0,1,0
2.3329999999999998e-08,1,0,1,0
2.334e-08,1,0,1,0
2.3349999999999997e-08,1,0,1,0
2.336e-08,1,0,1,0
2.337e-08,1,0,1,0
2.3379999999999998e-08,1,0,1,0
2.339e-08,1,0,1,0
2.3399999999999998e-08,1,0,1,0
2.341e-08,1,0,1,0
2.3419999999999997e-08,1,0,1,0
2.343e-08,1,0,1,0
2.344e-08,1,0,1,0
2.3449999999999998e-08,1,0,1,0
2.346e-08,1,0,1,0
2.3469999999999998e-08,1,0,1,0
2.348e-08,1,0,1,0
2.3489999999999997e-08,1,0,1,0
2.35e-08,1,0,1,0
2.351e-08,1,0,1,0
2.3519999999999998e-08,1,0,1,0
2.353e-08,1,0,1,0
2.3539999999999998e-08,1,0,1,0
2.355e-08,1,0,1,0
2.3559999999999997e-08,1,0,1,0
2.357e-08,1,0,1,0
2.358e-08,1,0,1,0
2.3589999999999998e-08,1,0,1,0
2.36e-08,1,0,1,0
2.3609999999999998e-08,1,0,1,0
2.362e-08,1,0,1,0
2.3629999999999997e-08,1,0,1,0
2.364e-08,1,0,1,0
2.365e-08,1,0,1,0
2.3659999999999998e-08,1,0,1,0
2.367e-08,1,0,1,0
2.3679999999999998e-08,1,0,1,0
2.369e-08,1,0,1,0
2.3699999999999997e-08,1,0,1,0
2.371e-08,1,0,1,0
2.372e-08,1,0,1,0
2.3729999999999998e-08,1,0,1,0
2.374e-08,1,0,1,0
2.3749999999999998e-08,1,0,1,0
2.376e-08,1,0,1,0
2.3769999999999997e-08,1,0,1,0
2.378e-08,1,0,1,0
2.379e-08,1,0,1,0
2.3799999999999998e-08,1,0,1,0
2.381e-08,1,0,1,0
2.3819999999999998e-08,1,0,1,0
2.383e-08,1,0,1,0
2.3839999999999997e-08,1,0,1,0
2.385e-08,1,0,1,0
2.386e-08,1,0,1,0
2.3869999999999998e-08,1,0,1,0
2.388e-08,1,0,1,0
2.3889999999999998e-08,1,0,1,0
2.39e-08,1,0,1,0
2.3909999999999997e-08,1,0,1,0
2.392e-08,1,0,1,0
2.393e-08,1,0,1,0
2.3939999999999998e-08,1,0,1,0
2.395e-08,1,0,1,0
2.3959999999999997e-08,1,0,1,0
2.397e-08,1,0,1,0
2.3979999999999997e-08,1,0,1,0
2.399e-08,1,0,1,0
2.4e-08,1,0,1,0
2.4009999999999998e-08,1,0,1,0
2.402e-08,1,0,1,0
2.4029999999999997e-08,1,0,1,0
2.404e-08,1,0,1,0
2.4049999999999997e-08,1,0,1,0
2.406e-08,1,0,1,0
2.407e-08,1,0,1,0
2.4079999999999998e-08,1,0,1,0
2.409e-08,1,0,1,0
2.4099999999999997e-08,1,0,1,0
2.411e-08,1,0,1,0
2.4119999999999997e-08,1,0,1,0
2.413e-08,1,0,1,0
2.414e-08,1,0,1,0
2.4149999999999998e-08,1,0,1,0
2.416e-08,1,0,1,0
2.4169999999999997e-08,1,0,1,0
2.418e-08,1,0,1,0
2.4189999999999997e-08,1,0,1,0
2.4199999999999998e-08,1,0,1,0
2.421e-08,1,0,1,0
2.4219999999999998e-08,1,0,1,0
2.423e-08,1,0,1,0
2.4239999999999997e-08,1,0,1,0
2.425e-08,1,0,1,0
2.426e-08,1,0,1,0
2.4269999999999998e-08,1,0,1,0
2.428e-08,1,0,1,0
2.4289999999999998e-08,1,0,1,0
2.43e-08,1,0,1,0
2.4309999999999997e-08,1,0,1,0
2.432e-08,1,0,1,0
2.433e-08,1,0,1,0
2.4339999999999998e-08,1,0,1,0
2.435e-08,1,0,1,0
2.4359999999999998e-08,1,0,1,0
2.437e-08,1,0,1,0
2.4379999999999997e-08,1,0,1,0
2.439e-08,1,0,1,0
2.44e-08,1,0,1,0
2.4409999999999998e-08,1,0,1,0
2.442e-08,1,0,1,0
2.4429999999999998e-08,1,0,1,0
2.444e-08,1,0,1,0
2.4449999999999997e-08,1,0,1,0
2.446e-08,1,0,1,0
2.447e-08,1,0,1,0
2.4479999999999998e-08,1,0,1,0
2.449e-08,1,0,1,0
2.4499999999999998e-08,1,0,1,0
2.451e-08,1,0,1,0
2.4519999999999997e-08,1,0,1,0
2.453e-08,1,0,1,0
2.454e-08,1,0,1,0
2.4549999999999998e-08,1,0,1,0
2.456e-08,1,0,1,0
2.4569999999999998e-08,1,0,1,0
2.458e-08,1,0,1,0
2.4589999999999997e-08,1,0,1,0
2.46e-08,1,0,1,0
2.461e-08,1,0,1,0
2.4619999999999998e-08,1,0,1,0
2.463e-08,1,0,1,0
2.4639999999999998e-08,1,0,1,0
2.465e-08,1,0,1,0
2.4659999999999997e-08,1,0,1,0
2.467e-08,1,0,1,0
2.468e-08,1,0,1,0
2.4689999999999998e-08,1,0,1,0
2.47e-08,1,0,1,0
2.4709999999999998e-08,1,0,1,0
2.472e-08,1,0,1,0
2.4729999999999997e-08,1,0,1,0
2.474e-08,1,0,1,0
2.475e-08,1,0,1,0
2.4759999999999998e-08,1,0,1,0
2.477e-08,1,0,1,0
2.4779999999999998e-08,1,0,1,0
2.479e-08,1,0,1,0
2.4799999999999997e-08,1,0,1,0
2.481e-08,1,0,1,0
2.482e-08,1,0,1,0
2.4829999999999998e-08,1,0,1,0
2.484e-08,1,0,1,0
2.4849999999999998e-08,1,0,1,0
2.486e-08,1,0,1,0
2.4869999999999997e-08,1,0,1,0
2.488e-08,1,0,1,0
2.489e-08,1,0,1,0
2.4899999999999998e-08,1,0,1,0
2.491e-08,1,0,1,0
2.4919999999999997e-08,1,0,1,0
2.493e-08,1,0,1,0
2.4939999999999997e-08,1,0,1,0
2.495e-08,1,0,1,0
2.496e-08,1,0,1,0
2.4969999999999998e-08,1,0,1,0
2.498e-08,1,0,1,0
2.4989999999999997e-08,1,0,1,0
2.5e-08,1,0,1,0
2.5009999999999997e-08,1,0,1,0
2.502e-08,1,0,1,0
2.503e-08,1,0,1,0
2.5039999999999998e-08,1,0,1,0
2.505e-08,1,0,1,0
2.5059999999999997e-08,1,0,1,0
2.507e-08,1,0,1,0
2.5079999999999997e-08,1,0,1,0
2.509e-08,1,0,1,0
2.51e-08,1,0,1,0
2.5109999999999998e-08,1,0,1,0
2.512e-08,1,0,1,0
2.5129999999999997e-08,1,0,1,0
2.514e-08,1,0,1,0
2.5149999999999997e-08,1,0,1,0
2.5159999999999998e-08,1,0,1,0
2.517e-08,1,0,1,0
2.5179999999999998e-08,1,0,1,0
2.519e-08,1,0,1,0
2.5199999999999997e-08,1,0,1,0
2.521e-08,1,0,1,0
2.5219999999999997e-08,1,0,1,0
2.5229999999999998e-08,1,0,1,0
2.524e-08,1,0,1,0
2.5249999999999998e-08,1,0,1,0
2.526e-08,1,0,1,0
2.5269999999999997e-08,1,0,1,0
2.528e-08,1,0,1,0
2.5289999999999997e-08,1,0,1,0
2.5299999999999998e-08,1,0,1,0
2.531e-08,1,0,1,0
2.5319999999999998e-08,1,0,1,0
2.533e-08,1,0,1,0
2.5339999999999997e-08,1,0,1,0
2.535e-08,1,0,1,0
2.536e-08,1,0,1,0
2.5369999999999998e-08,1,0,1,0
2.538e-08,1,0,1,0
2.5389999999999998e-08,1,0,1,0
2.54e-08,1,0,1,0
2.5409999999999997e-08,1,0,1,0
2.542e-08,1,0,1,0
2.543e-08,1,0,1,0
2.5439999999999998e-08,1,0,1,0
2.545e-08,1,0,1,0
2.5459999999999998e-08,1,0,1,0
2.547e-08,1,0,1,0
2.5479999999999997e-08,1,0,1,0
2.549e-08,1,0,1,0
2.55e-08,1,0,1,0
2.5509999999999998e-08,1,0,1,0
2.552e-08,1,0,1,0
2.5529999999999998e-08,1,0,1,0
2.554e-08,1,0,1,0
2.5549999999999997e-08,1,0,1,0
2.556e-08,1,0,1,0
2.557e-08,1,0,1,0
2.5579999999999998e-08,1,0,1,0
2.559e-08,1,0,1,0
2.5599999999999998e-08,1,0,1,0
2.561e-08,1,0,1,0
2.5619999999999997e-08,1,0,1,0
2.563e-08,1,0,1,0
2.564e-08,1,0,1,0
2.5649999999999998e-08,1,0,1,0
2.566e-08,1,0,1,0
2.5669999999999998e-08,1,0,1,0
2.568e-08,1,0,1,0
2.5689999999999997e-08,1,0,1,0
2.57e-08,1,0,1,0
2.571e-08,1,0,1,0
2.5719999999999998e-08,1,0,1,0
2.573e-08,1,0,1,0
2.5739999999999998e-08,1,0,1,0
2.575e-08,1,0,1,0
2.5759999999999997e-08,1,0,1,0
2.577e-08,1,0,1,0
2.578e-08,1,0,1,0
2.5789999999999998e-08,1,0,1,0
2.58e-08,1,0,1,0
2.5809999999999998e-08,1,0,1,0
2.582e-08,1,0,1,0
2.5829999999999997e-08,1,0,1,0
2.584e-08,1,0,1,0
2.585e-08,1,0,1,0
2.5859999999999998e-08,1,0,1,0
2.587e-08,1,0,1,0
2.5879999999999997e-08,1,0,1,0
2.589e-08,1,0,1,0
2.5899999999999997e-08,1,0,1,0
2.591e-08,1,0,1,0
2.592e-08,1,0,1,0
2.5929999999999998e-08,1,0,1,0
2.594e-08,1,0,1,0
2.5949999999999997e-08,1,0,1,0
2.596e-08,1,0,1,0
2.5969999999999997e-08,1,0,1,0
2.598e-08,1,0,1,0
2.599e-08,1,0,1,0
2.5999999999999998e-08,1,0,1,0
2.601e-08,1,0,1,0
2.6019999999999997e-08,1,0,1,0
2.603e-08,1,0,1,0
2.6039999999999997e-08,1,0,1,0
2.6049999999999998e-08,1,0,1,0
2.606e-08,1,0,1,0
2.6069999999999998e-08,1,0,1,0
2.608e-08,1,0,1,0
2.6089999999999997e-08,1,0,1,0
2.61e-08,1,0,1,0
2.6109999999999997e-08,1,0,1,0
2.6119999999999998e-08,1,0,1,0
2.613e-08,1,0,1,0
2.6139999999999998e-08,1,0,1,0
2.615e-08,1,0,1,0
2.6159999999999997e-08,1,0,1,0
2.617e-08,1,0,1,0
2.6179999999999997e-08,1,0,1,0
2.6189999999999998e-08,1,0,1,0
2.62e-08,1,0,1,0
2.6209999999999998e-08,1,0,1,0
2.622e-08,1,0,1,0
2.6229999999999997e-08,1,0,1,0
2.624e-08,1,0,1,0
2.6249999999999997e-08,1,0,1,0
2.6259999999999998e-08,1,0,1,0
2.627e-08,1,0,1,0
2.6279999999999998e-08,1,0,1,0
2.629e-08,1,0,1,0
2.6299999999999997e-08,1,0,1,0
2.631e-08,1,0,1,0
2.6319999999999997e-08,1,0,1,0
2.6329999999999998e-08,1,0,1,0
2.634e-08,1,0,1,0
2.6349999999999998e-08,1,0,1,0
2.636e-08,1,0,1,0
2.6369999999999997e-08,1,0,1,0
2.638e-08,1,0,1,0
2.6389999999999997e-08,1,0,1,0
2.6399999999999998e-08,1,0,1,0
2.641e-08,1,0,1,0
2.6419999999999998e-08,1,0,1,0
2.643e-08,1,0,1,0
2.6439999999999997e-08,1,0,1,0
2.645e-08,1,0,1,0
2.646e-08,1,0,1,0
2.6469999999999998e-08,1,0,1,0
2.648e-08,1,0,1,0
2.6489999999999998e-08,1,0,1,0
2.65e-08,1,0,1,0
2.6509999999999997e-08,1,0,1,0
2.652e-08,1,0,1,0
2.653e-08,1,0,1,0
2.6539999999999998e-08,1,0,1,0
2.655e-08,1,0,1,0
2.6559999999999998e-08,1,0,1,0
2.657e-08,1,0,1,0
2.6579999999999997e-08,1,0,1,0
2.659e-08,1,0,1,0
2.66e-08,1,0,1,0
2.6609999999999998e-08,1,0,1,0
2.662e-08,1,0,1,0
2.6629999999999998e-08,1,0,1,0
2.664e-08,1,0,1,0
2.6649999999999997e-08,1,0,1,0
2.666e-08,1,0,1,0
2.667e-08,1,0,1,0
2.6679999999999998e-08,1,0,1,0
2.669e-08,1,0,1,0
2.6699999999999998e-08,1,0,1,0
2.671e-08,1,0,1,0
2.6719999999999997e-08,1,0,1,0
2.673e-08,1,0,1,0
2.674e-08,1,0,1,0
2.6749999999999998e-08,1,0,1,0
2.676e-08,1,0,1,0
2.6769999999999998e-08,1,0,1,0
2.678e-08,1,0,1,0
2.6789999999999997e-08,1,0,1,0
2.68e-08,1,0,1,0
2.681e-08,1,0,1,0
2.6819999999999998e-08,1,0,1,0
2.683e-08,1,0,1,0
2.6839999999999997e-08,1,0,1,0
2.685e-08,1,0,1,0
2.6859999999999997e-08,1,0,1,0
2.687e-08,1,0,1,0
2.688e-08,1,0,1,0
2.6889999999999998e-08,1,0,1,0
2.69e-08,1,0,1,0
2.6909999999999997e-08,1,0,1,0
2.692e-08,1,0,1,0
2.6929999999999997e-08,1,0,1,0
2.694e-08,1,0,1,0
2.695e-08,1,0,1,0
2.6959999999999998e-08,1,0,1,0
2.697e-08,1,0,1,0
2.6979999999999997e-08,1,0,1,0
2.699e-08,1,0,1,0
2.6999999999999997e-08,1,0,1,0
2.7009999999999998e-08,1,0,1,0
2.702e-08,1,0,1,0
2.7029999999999998e-08,1,0,1,0
2.704e-08,1,0,1,0
2.7049999999999997e-08,1,0,1,0
2.706e-08,1,0,1,0
2.7069999999999997e-08,1,0,1,0
2.7079999999999998e-08,1,0,1,0
2.709e-08,1,0,1,0
2.7099999999999998e-08,1,0,1,0
2.711e-08,1,0,1,0
2.7119999999999997e-08,1,0,1,0
2.713e-08,1,0,1,0
2.7139999999999997e-08,1,0,1,0
2.7149999999999998e-08,1,0,1,0
2.716e-08,1,0,1,0
2.7169999999999998e-08,1,0,1,0
2.718e-08,1,0,1,0
2.7189999999999997e-08,1,0,1,0
2.72e-08,1,0,1,0
2.7209999999999997e-08,1,0,1,0
2.7219999999999998e-08,1,0,1,0
2.723e-08,1,0,1,0
2.7239999999999998e-08,1,0,1,0
2.725e-08,1,0,1,0
2.7259999999999997e-08,1,0,1,0
2.727e-08,1,0,1,0
2.7279999999999997e-08,1,0,1,0
2.7289999999999998e-08,1,0,1,0
2.73e-08,1,0,1,0
2.7309999999999998e-08,1,0,1,0
2.732e-08,1,0,1,0
2.7329999999999997e-08,1,0,1,0
2.734e-08,1,0,1,0
2.7349999999999997e-08,1,0,1,0
2.7359999999999998e-08,1,0,1,0
2.737e-08,1,0,1,0
2.7379999999999998e-08,1,0,1,0
2.739e-08,1,0,1,0
2.7399999999999997e-08,1,0,1,0
2.741e-08,1,0,1,0
2.7419999999999997e-08,1,0,1,0
2.7429999999999998e-08,1,0,1,0
2.744e-08,1,0,1,0
2.7449999999999998e-08,1,0,1,0
2.746e-08,1,0,1,0
2.7469999999999997e-08,1,0,1,0
2.748e-08,1,0,1,0
2.749e-08,1,0,1,0
2.7499999999999998e-08,1,0,1,0
2.751e-08,1,0,1,0
2.7519999999999998e-08,1,0,1,0
2.753e-08,1,0,1,0
2.7539999999999997e-08,1,0,1,0
2.755e-08,1,0,1,0
2.756e-08,1,0,1,0
2.7569999999999998e-08,1,0,1,0
2.758e-08,1,0,1,0
2.7589999999999998e-08,1,0,1,0
2.76e-08,1,0,1,0
2.7609999999999997e-08,1,0,1,0
2.762e-08,1,0,1,0
2.763e-08,1,0,1,0
2.7639999999999998e-08,1,0,1,0
2.765e-08,1,0,1,0
2.7659999999999998e-08,1,0,1,0
2.767e-08,1,0,1,0
2.7679999999999997e-08,1,0,1,0
2.769e-08,1,0,1,0
2.77e-08,1,0,1,0
2.7709999999999998e-08,1,0,1,0
2.772e-08,1,0,1,0
2.7729999999999998e-08,1,0,1,0
2.774e-08,1,0,1,0
2.7749999999999997e-08,1,0,1,0
2.776e-08,1,0,1,0
2.777e-08,1,0,1,0
2.7779999999999998e-08,1,0,1,0
2.779e-08,1,0,1,0
2.7799999999999997e-08,1,0,1,0
2.781e-08,1,0,1,0
2.7819999999999997e-08,1,0,1,0
2.783e-08,1,0,1,0
2.784e-08,1,0,1,0
2.7849999999999998e-08,1,0,1,0
2.786e-08,1,0,1,0
2.7869999999999997e-08,1,0,1,0
2.788e-08,1,0,1,0
2.7889999999999997e-08,1,0,1,0
2.79e-08,1,0,1,0
2.791e-08,1,0,1,0
2.7919999999999998e-08,1,0,1,0
2.793e-08,1,0,1,0
2.7939999999999997e-08,1,0,1,0
2.795e-08,1,0,1,0
2.7959999999999997e-08,1,0,1,0
2.7969999999999998e-08,1,0,1,0
2.798e-08,1,0,1,0
2.7989999999999998e-08,1,0,1,0
2.8e-08,1,0,1,0
2.8009999999999997e-08,1,0,1,0
2.802e-08,1,0,1,0
2.8029999999999997e-08,1,0,1,0
2.8039999999999998e-08,1,0,1,0
2.805e-08,1,0,1,0
2.8059999999999998e-08,1,0,1,0
2.807e-08,1,0,1,0
2.8079999999999997e-08,1,0,1,0
2.809e-08,1,0,1,0
2.8099999999999997e-08,1,0,1,0
2.8109999999999998e-08,1,0,1,0
2.812e-08,1,0,1,0
2.8129999999999998e-08,1,0,1,0
2.814e-08,1,0,1,0
2.8149999999999997e-08,1,0,1,0
2.816e-08,1,0,1,0
2.8169999999999997e-08,1,0,1,0
2.8179999999999998e-08,1,0,1,0
2.819e-08,1,0,1,0
2.8199999999999998e-08,1,0,1,0
2.821e-08,1,0,1,0
2.8219999999999997e-08,1,0,1,0
2.823e-08,1,0,1,0
2.8239999999999997e-08,1,0,1,0
2.8249999999999998e-08,1,0,1,0
2.826e-08,1,0,1,0
2.8269999999999998e-08,1,0,1,0
2.828e-08,1,0,1,0
2.8289999999999997e-08,1,0,1,0
2.83e-08,1,0,1,0
2.8309999999999997e-08,1,0,1,0
2.8319999999999998e-08,1,0,1,0
2.833e-08,1,0,1,0
2.8339999999999998e-08,1,0,1,0
2.835e-08,1,0,1,0
2.8359999999999997e-08,1,0,1,0
2.837e-08,1,0,1,0
2.8379999999999997e-08,1,0,1,0
2.8389999999999998e-08,1,0,1,0
2.84e-08,1,0,1,0
2.8409999999999998e-08,1,0,1,0
2.842e-08,1,0,1,0
2.8429999999999997e-08,1,0,1,0
2.844e-08,1,0,1,0
2.8449999999999997e-08,1,0,1,0
2.8459999999999998e-08,1,0,1,0
2.847e-08,1,0,1,0
2.8479999999999998e-08,1,0,1,0
2.849e-08,1,0,1,0
2.8499999999999997e-08,1,0,1,0
2.851e-08,1,0,1,0
2.8519999999999997e-08,1,0,1,0
2.8529999999999998e-08,1,0,1,0
2.854e-08,1,0,1,0
2.8549999999999998e-08,1,0,1,0
2.856e-08,1,0,1,0
2.8569999999999997e-08,1,0,1,0
2.858e-08,1,0,1,0
2.859e-08,1,0,1,0
2.8599999999999998e-08,1,0,1,0
