time,IN_A,IN_B,OUT_1,OUT_2
4.693e-08,0,1,0,0
4.6939999999999995e-08,0,1,0,0
4.695e-08,0,1,0,0
4.696e-08,0,1,0,0
4.6969999999999996e-08,0,1,0,0
4.6979999999999995e-08,0,1,0,0
4.699e-08,0,1,0,0
4.7e-08,0,1,0,0
4.7009999999999995e-08,0,1,0,0
4.702e-08,0,1,0,0
4.703e-08,0,1,0,0
4.7039999999999996e-08,0,1,0,0
4.7049999999999994e-08,0,1,0,0
4.706e-08,0,1,0,0
4.707e-08,0,1,0,0
4.7079999999999995e-08,0,1,0,0
4.709e-08,0,1,0,0
4.71e-08,0,1,0,0
4.7109999999999996e-08,0,1,0,0
4.7119999999999994e-08,0,1,0,0
4.713e-08,0,1,0,0
4.714e-08,0,1,0,0
4.7149999999999995e-08,0,1,0,0
4.716e-08,0,1,0,0
4.717e-08,0,1,0,0
4.7179999999999996e-08,0,1,0,0
4.7189999999999994e-08,0,1,0,0
4.72e-08,0,1,0,0
4.721e-08,0,1,0,0
4.7219999999999995e-08,0,1,0,0
4.723e-08,0,1,0,0
4.724e-08,0,1,0,0
4.7249999999999996e-08,0,1,0,0
4.7259999999999994e-08,0,1,0,0
4.727e-08,0,1,0,0
4.728e-08,0,1,0,0
4.7289999999999995e-08,0,1,0,0
4.73e-08,0,1,0,0
4.731e-08,0,1,0,0
4.7319999999999996e-08,0,1,0,0
4.7329999999999994e-08,0,1,0,0
4.734e-08,0,1,0,0
4.735e-08,0,1,0,0
4.7359999999999995e-08,0,1,0,0
4.737e-08,0,1,0,0
4.738e-08,0,1,0,0
4.7389999999999996e-08,0,1,0,0
4.7399999999999994e-08,0,1,0,0
4.741e-08,0,1,0,0
4.742e-08,0,1,0,0
4.7429999999999995e-08,0,1,0,0
4.744e-08,0,1,0,0
4.745e-08,0,1,0,0
4.7459999999999996e-08,0,1,0,0
4.7469999999999994e-08,0,1,0,0
4.748e-08,0,1,0,0
4.749e-08,0,1,0,0
4.7499999999999995e-08,0,1,0,0
4.751e-08,0,1,0,0
4.752e-08,0,1,0,0
4.7529999999999996e-08,0,1,0,0
4.7539999999999994e-08,0,1,0,0
4.755e-08,0,1,0,0
4.756e-08,0,1,0,0
4.7569999999999995e-08,0,1,0,0
4.758e-08,0,1,0,0
4.759e-08,0,1,0,0
4.7599999999999996e-08,0,1,0,0
4.7609999999999994e-08,0,1,0,0
4.762e-08,0,1,0,0
4.763e-08,0,1,0,0
4.7639999999999995e-08,0,1,0,0
4.765e-08,0,1,0,0
4.766e-08,0,1,0,0
4.7669999999999996e-08,0,1,0,0
4.7679999999999994e-08,0,1,0,0
4.769e-08,0,1,0,0
4.77e-08,0,1,0,0
4.7709999999999995e-08,0,1,0,0
4.772e-08,0,1,0,0
4.773e-08,0,1,0,0
4.7739999999999996e-08,0,1,0,0
4.7749999999999994e-08,0,1,0,0
4.776e-08,0,1,0,0
4.777e-08,0,1,0,0
4.7779999999999995e-08,0,1,0,0
4.779e-08,0,1,0,0
4.78e-08,0,1,0,0
4.7809999999999996e-08,0,1,0,0
4.7819999999999994e-08,0,1,0,0
4.783e-08,0,1,0,0
4.784e-08,0,1,0,0
4.7849999999999995e-08,0,1,0,0
4.786e-08,0,1,0,0
4.787e-08,0,1,0,0
4.7879999999999996e-08,0,1,0,0
4.7889999999999994e-08,0,1,0,0
4.79e-08,0,1,0,0
4.791e-08,0,1,0,0
4.7919999999999995e-08,0,1,0,0
4.793e-08,0,1,0,0
4.794e-08,0,1,0,0
4.7949999999999996e-08,0,1,0,0
4.7959999999999994e-08,0,1,0,0
4.797e-08,0,1,0,0
4.798e-08,0,1,0,0
4.7989999999999995e-08,0,1,0,0
4.8e-08,0,1,0,0
4.801e-08,0,1,0,0
4.8019999999999996e-08,0,1,0,0
4.8029999999999994e-08,0,1,0,0
4.804e-08,0,1,0,0
4.805e-08,0,1,0,0
4.8059999999999995e-08,0,1,0,0
4.807e-08,0,1,0,0
4.808e-08,0,1,0,0
4.8089999999999996e-08,0,1,0,0
4.8099999999999994e-08,0,1,0,0
4.811e-08,0,1,0,0
4.812e-08,0,1,0,0
4.8129999999999995e-08,0,1,0,0
4.814e-08,0,1,0,0
4.815e-08,0,1,0,0
4.8159999999999996e-08,0,1,0,0
4.8169999999999994e-08,0,1,0,0
4.818e-08,0,1,0,0
4.819e-08,0,1,0,0
4.8199999999999995e-08,0,1,0,0
4.821e-08,0,1,0,0
4.822e-08,0,1,0,0
4.8229999999999996e-08,0,1,0,0
4.8239999999999994e-08,0,1,0,0
4.825e-08,0,1,0,0
4.826e-08,0,1,0,0
4.8269999999999995e-08,0,1,0,0
4.828e-08,0,1,0,0
4.829e-08,0,1,0,0
4.8299999999999996e-08,0,1,0,0
4.8309999999999994e-08,0,1,0,0
4.832e-08,0,1,0,0
4.8329999999999997e-08,0,1,0,0
4.8339999999999995e-08,0,1,0,0
4.835e-08,0,1,0,0
4.836e-08,0,1,0,0
4.8369999999999996e-08,0,1,0,0
4.8379999999999994e-08,0,1,0,0
4.839e-08,0,1,0,0
4.8399999999999997e-08,0,1,0,0
4.8409999999999995e-08,0,1,0,0
4.842e-08,0,1,0,0
4.843e-08,0,1,0,0
4.8439999999999996e-08,0,1,0,0
4.8449999999999994e-08,0,1,0,0
4.846e-08,0,1,0,0
4.8469999999999997e-08,0,1,0,0
4.8479999999999995e-08,0,1,0,0
4.849e-08,0,1,0,0
4.85e-08,0,1,0,0
4.8509999999999996e-08,0,1,0,0
4.852e-08,0,1,0,0
4.853e-08,0,1,0,0
4.8539999999999997e-08,0,1,0,0
4.8549999999999995e-08,0,1,0,0
4.856e-08,0,1,0,0
4.857e-08,0,1,0,0
4.8579999999999996e-08,0,1,0,0
4.859e-08,0,1,0,0
4.86e-08,0,1,0,0
4.8609999999999997e-08,0,1,0,0
4.8619999999999995e-08,0,1,0,0
4.863e-08,0,1,0,0
4.864e-08,0,1,0,0
4.8649999999999996e-08,0,1,0,0
4.866e-08,0,1,0,0
4.867e-08,0,1,0,0
4.8679999999999997e-08,0,1,0,0
4.8689999999999995e-08,0,1,0,0
4.87e-08,0,1,0,0
4.871e-08,0,1,0,0
4.8719999999999996e-08,0,1,0,0
4.873e-08,0,1,0,0
4.874e-08,0,1,0,0
4.8749999999999996e-08,0,1,0,0
4.8759999999999995e-08,0,1,0,0
4.877e-08,0,1,0,0
4.878e-08,0,1,0,0
4.8789999999999996e-08,0,1,0,0
4.88e-08,0,1,0,0
4.881e-08,0,1,0,0
4.8819999999999996e-08,0,1,0,0
4.8829999999999995e-08,0,1,0,0
4.884e-08,0,1,0,0
4.885e-08,0,1,0,0
4.8859999999999995e-08,0,1,0,0
4.887e-08,0,1,0,0
4.888e-08,0,1,0,0
4.8889999999999996e-08,0,1,0,0
4.8899999999999995e-08,0,1,0,0
4.891e-08,0,1,0,0
4.892e-08,0,1,0,0
4.8929999999999995e-08,0,1,0,0
4.894e-08,0,1,0,0
4.895e-08,0,1,0,0
4.8959999999999996e-08,0,1,0,0
4.8969999999999994e-08,0,1,0,0
4.898e-08,0,1,0,0
4.899e-08,0,1,0,0
4.8999999999999995e-08,0,1,0,0
4.901e-08,0,1,0,0
4.902e-08,0,1,0,0
4.9029999999999996e-08,0,1,0,0
4.9039999999999994e-08,0,1,0,0
4.905e-08,0,1,0,0
4.906e-08,0,1,0,0
4.9069999999999995e-08,0,1,0,0
4.908e-08,0,1,0,0
4.909e-08,0,1,0,0
4.9099999999999996e-08,0,1,0,0
4.9109999999999994e-08,0,1,0,0
4.912e-08,0,1,0,0
4.913e-08,0,1,0,0
4.9139999999999995e-08,0,1,0,0
4.915e-08,0,1,0,0
4.916e-08,0,1,0,0
4.9169999999999996e-08,0,1,0,0
4.9179999999999994e-08,0,1,0,0
4.919e-08,0,1,0,0
4.92e-08,0,1,0,0
4.9209999999999995e-08,0,1,0,0
4.922e-08,0,1,0,0
4.923e-08,0,1,0,0
4.9239999999999996e-08,0,1,0,0
4.9249999999999994e-08,0,1,0,0
4.926e-08,0,1,0,0
4.927e-08,0,1,0,0
4.9279999999999995e-08,0,1,0,0
4.929e-08,0,1,0,0
4.93e-08,0,1,0,0
4.9309999999999996e-08,0,1,0,0
4.9319999999999994e-08,0,1,0,0
4.933e-08,0,1,0,0
4.934e-08,0,1,0,0
4.9349999999999995e-08,0,1,0,0
4.936e-08,0,1,0,0
4.937e-08,0,1,0,0
4.9379999999999996e-08,0,1,0,0
4.9389999999999994e-08,0,1,0,0
4.94e-08,0,1,0,0
4.941e-08,0,1,0,0
4.9419999999999995e-08,0,1,0,0
4.943e-08,0,1,0,0
4.944e-08,0,1,0,0
4.9449999999999996e-08,0,1,0,0
4.9459999999999994e-08,0,1,0,0
4.947e-08,0,1,0,0
4.948e-08,0,1,0,0
4.9489999999999995e-08,0,1,0,0
4.95e-08,0,1,0,0
4.951e-08,0,1,0,0
4.9519999999999996e-08,0,1,0,0
4.9529999999999994e-08,0,1,0,0
4.954e-08,0,1,0,0
4.955e-08,0,1,0,0
4.9559999999999995e-08,0,1,0,0
4.957e-08,0,1,0,0
4.958e-08,0,1,0,0
4.9589999999999996e-08,0,1,0,0
4.9599999999999994e-08,0,1,0,0
4.961e-08,0,1,0,0
4.962e-08,0,1,0,0
4.9629999999999995e-08,0,1,0,0
4.964e-08,0,1,0,0
4.965e-08,0,1,0,0
4.9659999999999996e-08,0,1,0,0
4.9669999999999994e-08,0,1,0,0
4.968e-08,0,1,0,0
4.969e-08,0,1,0,0
4.9699999999999995e-08,0,1,0,0
4.971e-08,0,1,0,0
4.972e-08,0,1,0,0
4.9729999999999996e-08,0,1,0,0
4.9739999999999994e-08,0,1,0,0
4.975e-08,0,1,0,0
4.976e-08,0,1,0,0
4.9769999999999995e-08,0,1,0,0
4.978e-08,0,1,0,0
4.979e-08,0,1,0,0
4.9799999999999996e-08,0,1,0,0
4.9809999999999994e-08,0,1,0,0
4.982e-08,0,1,0,0
4.983e-08,0,1,0,0
4.9839999999999995e-08,0,1,0,0
4.985e-08,0,1,0,0
4.986e-08,0,1,0,0
4.9869999999999996e-08,0,1,0,0
4.9879999999999994e-08,0,1,0,0
4.989e-08,0,1,0,0
4.99e-08,0,1,0,0
4.9909999999999995e-08,0,1,0,0
4.992e-08,0,1,0,0
4.993e-08,0,1,0,0
4.9939999999999996e-08,0,1,0,0
4.9949999999999994e-08,0,1,0,0
4.996e-08,0,1,0,0
4.997e-08,0,1,0,0
4.9979999999999995e-08,0,1,0,0
4.999e-08,0,1,0,0
5e-08,0,1,0,0
5.0009999999999996e-08,0,1,0,0
5.0019999999999994e-08,0,1,0,0
5.003e-08,0,1,0,0
5.004e-08,0,1,0,0
5.0049999999999995e-08,0,1,0,0
5.006e-08,0,1,0,0
5.007e-08,0,1,0,0
5.0079999999999996e-08,0,1,0,0
5.0089999999999994e-08,0,1,0,0
5.01e-08,0,1,0,0
5.011e-08,0,1,0,0
5.0119999999999995e-08,0,1,0,0
5.013e-08,0,1,0,0
5.014e-08,0,1,0,0
5.0149999999999996e-08,0,1,0,0
5.0159999999999994e-08,0,1,0,0
5.017e-08,0,1,0,0
5.018e-08,0,1,0,0
5.0189999999999995e-08,0,1,0,0
5.02e-08,0,1,0,0
5.021e-08,0,1,0,0
5.0219999999999996e-08,0,1,0,0
5.0229999999999994e-08,0,1,0,0
5.024e-08,0,1,0,0
5.0249999999999997e-08,0,1,0,0
5.0259999999999995e-08,0,1,0,0
5.027e-08,0,1,0,0
5.028e-08,0,1,0,0
5.0289999999999996e-08,0,1,0,0
5.0299999999999994e-08,0,1,0,0
5.031e-08,0,1,0,0
5.0319999999999997e-08,0,1,0,0
5.0329999999999995e-08,0,1,0,0
5.034e-08,0,1,0,0
5.035e-08,0,1,0,0
5.0359999999999996e-08,0,1,0,0
5.0369999999999994e-08,0,1,0,0
5.038e-08,0,1,0,0
5.0389999999999997e-08,0,1,0,0
5.0399999999999995e-08,0,1,0,0
5.041e-08,0,1,0,0
5.042e-08,0,1,0,0
5.0429999999999996e-08,0,1,0,0
5.0439999999999994e-08,0,1,0,0
5.045e-08,0,1,0,0
5.0459999999999997e-08,0,1,0,0
5.0469999999999995e-08,0,1,0,0
5.048e-08,0,1,0,0
5.049e-08,0,1,0,0
5.0499999999999996e-08,0,1,0,0
5.0509999999999994e-08,0,1,0,0
5.052e-08,0,1,0,0
5.0529999999999997e-08,0,1,0,0
5.0539999999999995e-08,0,1,0,0
5.055e-08,0,1,0,0
5.056e-08,0,1,0,0
5.0569999999999996e-08,0,1,0,0
5.0579999999999994e-08,0,1,0,0
5.059e-08,0,1,0,0
5.0599999999999996e-08,0,1,0,0
5.0609999999999995e-08,0,1,0,0
5.062e-08,0,1,0,0
5.063e-08,0,1,0,0
5.0639999999999996e-08,0,1,0,0
5.0649999999999994e-08,0,1,0,0
5.066e-08,0,1,0,0
5.0669999999999996e-08,0,1,0,0
5.0679999999999995e-08,0,1,0,0
5.069e-08,0,1,0,0
5.07e-08,0,1,0,0
5.0709999999999995e-08,0,1,0,0
5.072e-08,0,1,0,0
5.073e-08,0,1,0,0
5.0739999999999996e-08,0,1,0,0
5.0749999999999995e-08,0,1,0,0
5.076e-08,0,1,0,0
5.077e-08,0,1,0,0
5.0779999999999995e-08,0,1,0,0
5.079e-08,0,1,0,0
5.08e-08,0,1,0,0
5.0809999999999996e-08,0,1,0,0
5.0819999999999994e-08,0,1,0,0
5.083e-08,0,1,0,0
5.084e-08,0,1,0,0
5.0849999999999995e-08,0,1,0,0
5.086e-08,0,1,0,0
5.087e-08,0,1,0,0
5.0879999999999996e-08,0,1,0,0
5.0889999999999994e-08,0,1,0,0
5.09e-08,0,1,0,0
5.091e-08,0,1,0,0
5.0919999999999995e-08,0,1,0,0
5.093e-08,0,1,0,0
5.094e-08,0,1,0,0
5.0949999999999996e-08,0,1,0,0
5.0959999999999994e-08,0,1,0,0
5.097e-08,0,1,0,0
5.098e-08,0,1,0,0
5.0989999999999995e-08,0,1,0,0
5.1e-08,0,1,0,0
5.101e-08,0,1,0,0
5.1019999999999996e-08,0,1,0,0
5.1029999999999994e-08,0,1,0,0
5.104e-08,0,1,0,0
5.105e-08,0,1,0,0
5.1059999999999995e-08,0,1,0,0
5.107e-08,0,1,0,0
5.108e-08,0,1,0,0
5.1089999999999996e-08,0,1,0,0
5.1099999999999994e-08,0,1,0,0
5.111e-08,0,1,0,0
5.112e-08,0,1,0,0
5.1129999999999995e-08,0,1,0,0
5.114e-08,0,1,0,0
5.115e-08,0,1,0,0
5.1159999999999996e-08,0,1,0,0
5.1169999999999994e-08,0,1,0,0
5.118e-08,0,1,0,0
5.119e-08,0,1,0,0
5.1199999999999995e-08,0,1,0,0
5.121e-08,0,1,0,0
5.122e-08,0,1,0,0
5.1229999999999996e-08,0,1,0,0
5.1239999999999994e-08,0,1,0,0
5.125e-08,0,1,0,0
5.126e-08,0,1,0,0
5.1269999999999995e-08,0,1,0,0
5.128e-08,0,1,0,0
5.129e-08,0,1,0,0
5.1299999999999996e-08,0,1,0,0
5.1309999999999994e-08,0,1,0,0
5.132e-08,0,1,0,0
5.133e-08,0,1,0,0
5.1339999999999995e-08,0,1,0,0
5.135e-08,0,1,0,0
5.136e-08,0,1,0,0
5.1369999999999996e-08,0,1,0,0
5.1379999999999994e-08,0,1,0,0
5.139e-08,0,1,0,0
5.14e-08,0,1,0,0
5.1409999999999995e-08,0,1,0,0
5.142e-08,0,1,0,0
5.143e-08,0,1,0,0
5.1439999999999996e-08,0,1,0,0
5.1449999999999994e-08,0,1,0,0
5.146e-08,0,1,0,0
5.147e-08,0,1,0,0
5.1479999999999995e-08,0,1,0,0
5.149e-08,0,1,0,0
5.15e-08,0,1,0,0
5.1509999999999996e-08,0,1,0,0
5.1519999999999994e-08,0,1,0,0
5.153e-08,0,1,0,0
5.154e-08,0,1,0,0
5.1549999999999995e-08,0,1,0,0
5.156e-08,0,1,0,0
5.157e-08,0,1,0,0
5.1579999999999996e-08,0,1,0,0
5.1589999999999994e-08,0,1,0,0
5.16e-08,0,1,0,0
5.161e-08,0,1,0,0
5.1619999999999995e-08,0,1,0,0
5.163e-08,0,1,0,0
5.164e-08,0,1,0,0
5.1649999999999996e-08,0,1,0,0
5.1659999999999994e-08,0,1,0,0
5.167e-08,0,1,0,0
5.168e-08,0,1,0,0
5.1689999999999995e-08,0,1,0,0
5.17e-08,0,1,0,0
5.171e-08,0,1,0,0
5.1719999999999996e-08,0,1,0,0
5.1729999999999994e-08,0,1,0,0
5.174e-08,0,1,0,0
5.175e-08,0,1,0,0
5.1759999999999995e-08,0,1,0,0
5.177e-08,0,1,0,0
5.178e-08,0,1,0,0
5.1789999999999996e-08,0,1,0,0
5.1799999999999994e-08,0,1,0,0
5.181e-08,0,1,0,0
5.182e-08,0,1,0,0
5.1829999999999995e-08,0,1,0,0
5.184e-08,0,1,0,0
5.185e-08,0,1,0,0
5.1859999999999996e-08,0,1,0,0
5.1869999999999994e-08,0,1,0,0
5.188e-08,0,1,0,0
5.189e-08,0,1,0,0
5.1899999999999995e-08,0,1,0,0
5.191e-08,0,1,0,0
5.192e-08,0,1,0,0
5.1929999999999996e-08,0,1,0,0
5.1939999999999994e-08,0,1,0,0
5.195e-08,0,1,0,0
5.196e-08,0,1,0,0
5.1969999999999995e-08,0,1,0,0
5.198e-08,0,1,0,0
5.199e-08,0,1,0,0
5.1999999999999996e-08,0,1,0,0
5.2009999999999994e-08,0,1,0,0
5.202e-08,0,1,0,0
5.203e-08,0,1,0,0
5.2039999999999995e-08,0,1,0,0
5.205e-08,0,1,0,0
5.206e-08,0,1,0,0
5.2069999999999996e-08,0,1,0,0
5.2079999999999994e-08,0,1,0,0
5.209e-08,0,1,0,0
5.2099999999999997e-08,0,1,0,0
5.2109999999999995e-08,0,1,0,0
5.212e-08,0,1,0,0
5.213e-08,0,1,0,0
5.2139999999999996e-08,0,1,0,0
5.2149999999999994e-08,0,1,0,0
5.216e-08,0,1,0,0
5.2169999999999997e-08,0,1,0,0
5.2179999999999995e-08,0,1,0,0
5.219e-08,0,1,0,0
5.22e-08,0,1,0,0
5.2209999999999996e-08,0,1,0,0
5.2219999999999994e-08,0,1,0,0
5.223e-08,0,1,0,0
5.2239999999999997e-08,0,1,0,0
5.2249999999999995e-08,0,1,0,0
5.226e-08,0,1,0,0
5.227e-08,0,1,0,0
5.2279999999999996e-08,0,1,0,0
5.2289999999999994e-08,0,1,0,0
5.23e-08,0,1,0,0
5.2309999999999997e-08,0,1,0,0
5.2319999999999995e-08,0,1,0,0
5.233e-08,0,1,0,0
5.234e-08,0,1,0,0
5.2349999999999996e-08,0,1,0,0
5.2359999999999994e-08,0,1,0,0
5.237e-08,0,1,0,0
5.2379999999999997e-08,0,1,0,0
5.2389999999999995e-08,0,1,0,0
5.24e-08,0,1,0,0
5.241e-08,0,1,0,0
5.2419999999999996e-08,0,1,0,0
5.2429999999999994e-08,0,1,0,0
5.244e-08,0,1,0,0
5.2449999999999997e-08,0,1,0,0
5.2459999999999995e-08,0,1,0,0
5.247e-08,0,1,0,0
5.248e-08,0,1,0,0
5.2489999999999996e-08,0,1,0,0
5.2499999999999994e-08,0,1,0,0
5.251e-08,0,1,0,0
5.2519999999999996e-08,0,1,0,0
5.2529999999999995e-08,0,1,0,0
5.254e-08,0,1,0,0
5.255e-08,0,1,0,0
5.2559999999999996e-08,0,1,0,0
5.2569999999999994e-08,0,1,0,0
5.258e-08,0,1,0,0
5.2589999999999996e-08,0,1,0,0
5.2599999999999995e-08,0,1,0,0
5.261e-08,0,1,0,0
5.262e-08,0,1,0,0
5.2629999999999995e-08,0,1,0,0
5.2639999999999994e-08,0,1,0,0
5.265e-08,0,1,0,0
5.2659999999999996e-08,0,1,0,0
5.2669999999999995e-08,0,1,0,0
5.268e-08,0,1,0,0
5.269e-08,0,1,0,0
5.2699999999999995e-08,0,1,0,0
5.2709999999999994e-08,0,1,0,0
5.272e-08,0,1,0,0
5.2729999999999996e-08,0,1,0,0
5.2739999999999994e-08,0,1,0,0
5.275e-08,0,1,0,0
5.276e-08,0,1,0,0
5.2769999999999995e-08,0,1,0,0
5.2779999999999994e-08,0,1,0,0
5.279e-08,0,1,0,0
5.2799999999999996e-08,0,1,0,0
5.2809999999999994e-08,0,1,0,0
5.282e-08,0,1,0,0
5.283e-08,0,1,0,0
5.2839999999999995e-08,0,1,0,0
5.285e-08,0,1,0,0
5.286e-08,0,1,0,0
5.2869999999999996e-08,0,1,0,0
5.2879999999999994e-08,0,1,0,0
5.289e-08,0,1,0,0
5.29e-08,0,1,0,0
5.2909999999999995e-08,0,1,0,0
5.292e-08,0,1,0,0
5.293e-08,0,1,0,0
5.2939999999999996e-08,0,1,0,0
5.2949999999999994e-08,0,1,0,0
5.296e-08,0,1,0,0
5.297e-08,0,1,0,0
5.2979999999999995e-08,0,1,0,0
5.299e-08,0,1,0,0
5.3e-08,0,1,0,0
5.3009999999999996e-08,0,1,0,0
5.3019999999999994e-08,0,1,0,0
5.303e-08,0,1,0,0
5.304e-08,0,1,0,0
5.3049999999999995e-08,0,1,0,0
5.306e-08,0,1,0,0
5.307e-08,0,1,0,0
5.3079999999999996e-08,0,1,0,0
5.3089999999999994e-08,0,1,0,0
5.31e-08,0,1,0,0
5.311e-08,0,1,0,0
5.3119999999999995e-08,0,1,0,0
5.313e-08,0,1,0,0
5.314e-08,0,1,0,0
5.3149999999999996e-08,0,1,0,0
5.3159999999999994e-08,0,1,0,0
5.317e-08,0,1,0,0
5.318e-08,0,1,0,0
5.3189999999999995e-08,0,1,0,0
5.32e-08,0,1,0,0
5.321e-08,0,1,0,0
5.3219999999999996e-08,0,1,0,0
5.3229999999999994e-08,0,1,0,0
5.324e-08,0,1,0,0
5.325e-08,0,1,0,0
5.3259999999999995e-08,0,1,0,0
5.327e-08,0,1,0,0
5.328e-08,0,1,0,0
5.3289999999999996e-08,0,1,0,0
5.3299999999999994e-08,0,1,0,0
5.331e-08,0,1,0,0
5.332e-08,0,1,0,0
5.3329999999999995e-08,0,1,0,0
5.334e-08,0,1,0,0
5.335e-08,0,1,0,0
5.3359999999999996e-08,0,1,0,0
5.3369999999999994e-08,0,1,0,0
5.338e-08,0,1,0,0
5.339e-08,0,1,0,0
5.3399999999999995e-08,0,1,0,0
5.341e-08,0,1,0,0
5.342e-08,0,1,0,0
5.3429999999999996e-08,0,1,0,0
5.3439999999999994e-08,0,1,0,0
5.345e-08,0,1,0,0
5.346e-08,0,1,0,0
5.3469999999999995e-08,0,1,0,0
5.348e-08,0,1,0,0
5.349e-08,0,1,0,0
5.3499999999999996e-08,0,1,0,0
5.3509999999999994e-08,0,1,0,0
5.352e-08,0,1,0,0
5.353e-08,0,1,0,0
5.3539999999999995e-08,0,1,0,0
5.355e-08,0,1,0,0
5.356e-08,0,1,0,0
5.3569999999999996e-08,0,1,0,0
5.3579999999999994e-08,0,1,0,0
5.359e-08,0,1,0,0
5.36e-08,0,1,0,0
5.3609999999999995e-08,0,1,0,0
5.362e-08,0,1,0,0
5.363e-08,0,1,0,0
5.3639999999999996e-08,0,1,0,0
5.3649999999999994e-08,0,1,0,0
5.366e-08,0,1,0,0
5.367e-08,0,1,0,0
5.3679999999999995e-08,0,1,0,0
5.369e-08,0,1,0,0
5.37e-08,0,1,0,0
5.3709999999999996e-08,0,1,0,0
5.3719999999999994e-08,0,1,0,0
5.373e-08,0,1,0,0
5.374e-08,0,1,0,0
5.3749999999999995e-08,0,1,0,0
5.376e-08,0,1,0,0
5.377e-08,0,1,0,0
5.3779999999999996e-08,0,1,0,0
5.3789999999999994e-08,0,1,0,0
5.38e-08,0,1,0,0
5.381e-08,0,1,0,0
5.3819999999999995e-08,0,1,0,0
5.383e-08,0,1,0,0
5.384e-08,0,1,0,0
5.3849999999999996e-08,0,1,0,0
5.3859999999999994e-08,0,1,0,0
5.387e-08,0,1,0,0
5.388e-08,0,1,0,0
5.3889999999999995e-08,0,1,0,0
5.39e-08,0,1,0,0
5.391e-08,0,1,0,0
5.3919999999999996e-08,0,1,0,0
5.3929999999999994e-08,0,1,0,0
5.394e-08,0,1,0,0
5.395e-08,0,1,0,0
5.3959999999999995e-08,0,1,0,0
5.397e-08,0,1,0,0
5.398e-08,0,1,0,0
5.3989999999999996e-08,0,1,0,0
5.3999999999999994e-08,0,1,0,0
5.401e-08,0,1,0,0
5.4019999999999997e-08,0,1,0,0
5.4029999999999995e-08,0,1,0,0
5.404e-08,0,1,0,0
5.405e-08,0,1,0,0
5.4059999999999996e-08,0,1,0,0
5.4069999999999994e-08,0,1,0,0
5.408e-08,0,1,0,0
5.4089999999999997e-08,0,1,0,0
5.4099999999999995e-08,0,1,0,0
5.411e-08,0,1,0,0
5.412e-08,0,1,0,0
5.4129999999999996e-08,0,1,0,0
5.4139999999999994e-08,0,1,0,0
5.415e-08,0,1,0,0
5.4159999999999997e-08,0,1,0,0
5.4169999999999995e-08,0,1,0,0
5.418e-08,0,1,0,0
5.419e-08,0,1,0,0
5.4199999999999996e-08,0,1,0,0
5.4209999999999994e-08,0,1,0,0
5.422e-08,0,1,0,0
5.4229999999999997e-08,0,1,0,0
5.4239999999999995e-08,0,1,0,0
5.425e-08,0,1,0,0
5.426e-08,0,1,0,0
5.4269999999999996e-08,0,1,0,0
5.4279999999999994e-08,0,1,0,0
5.429e-08,0,1,0,0
5.4299999999999997e-08,0,1,0,0
5.4309999999999995e-08,0,1,0,0
5.432e-08,0,1,0,0
5.433e-08,0,1,0,0
5.4339999999999996e-08,0,1,0,0
5.4349999999999994e-08,0,1,0,0
5.436e-08,0,1,0,0
5.4369999999999997e-08,0,1,0,0
5.4379999999999995e-08,0,1,0,0
5.439e-08,0,1,0,0
5.44e-08,0,1,0,0
5.4409999999999996e-08,0,1,0,0
5.4419999999999994e-08,0,1,0,0
5.443e-08,0,1,0,0
5.4439999999999996e-08,0,1,0,0
5.4449999999999995e-08,0,1,0,0
5.446e-08,0,1,0,0
5.447e-08,0,1,0,0
5.4479999999999996e-08,0,1,0,0
5.4489999999999994e-08,0,1,0,0
5.45e-08,0,1,0,0
5.4509999999999996e-08,0,1,0,0
5.4519999999999995e-08,0,1,0,0
5.453e-08,0,1,0,0
5.454e-08,0,1,0,0
5.4549999999999995e-08,0,1,0,0
5.4559999999999994e-08,0,1,0,0
5.457e-08,0,1,0,0
5.4579999999999996e-08,0,1,0,0
5.4589999999999995e-08,0,1,0,0
5.46e-08,0,1,0,0
5.461e-08,0,1,0,0
5.4619999999999995e-08,0,1,0,0
5.4629999999999994e-08,0,1,0,0
5.464e-08,0,1,0,0
5.4649999999999996e-08,0,1,0,0
5.4659999999999994e-08,0,1,0,0
5.467e-08,0,1,0,0
5.468e-08,0,1,0,0
5.4689999999999995e-08,0,1,0,0
5.4699999999999994e-08,0,1,0,0
5.471e-08,0,1,0,0
5.4719999999999996e-08,0,1,0,0
5.4729999999999994e-08,0,1,0,0
5.474e-08,0,1,0,0
5.475e-08,0,1,0,0
5.4759999999999995e-08,0,1,0,0
5.4769999999999993e-08,0,1,0,0
5.478e-08,0,1,0,0
5.4789999999999996e-08,0,1,0,0
5.4799999999999994e-08,0,1,0,0
5.481e-08,0,1,0,0
5.482e-08,0,1,0,0
5.4829999999999995e-08,0,1,0,0
5.4839999999999993e-08,0,1,0,0
5.485e-08,0,1,0,0
5.4859999999999996e-08,0,1,0,0
5.4869999999999994e-08,0,1,0,0
5.488e-08,0,1,0,0
5.489e-08,0,1,0,0
5.4899999999999995e-08,0,1,0,0
5.4909999999999993e-08,0,1,0,0
5.492e-08,0,1,0,0
5.4929999999999996e-08,0,1,0,0
5.4939999999999994e-08,0,1,0,0
5.495e-08,0,1,0,0
5.496e-08,0,1,0,0
5.4969999999999995e-08,0,1,0,0
